StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:32:57,2019-12-18 15:34:04,IP Address,*******,100,67,True,2019-12-18 15:34:05,R_2OVg4X54W6TDpiQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,75,,68,green,,,,pretty good idea,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Independent (Lean Democrat),Four year college degree,Asian,Bisexual,Man,"$30,000 - $69,999",5034315,1,0,3
2019-12-18 15:30:57,2019-12-18 15:34:06,IP Address,*******,100,189,True,2019-12-18 15:34:07,R_2Qnc4gitlEaWVK2,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,46,,,,63,green,,,,pretty good idea,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Liberal,Strong Republican,Some college,Asian,Heterosexual,Man,"Less than $30,000",5363789,0,0,3
2019-12-18 15:33:05,2019-12-18 15:34:06,IP Address,*******,100,60,True,2019-12-18 15:34:07,R_1KoOZYIl34nqyhN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,78,76,green,,,very good idea,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Extremely liberal,Independent (Lean Democrat),Some college,Asian,Bisexual,Woman,"$30,000 - $69,999",5680760,1,1,2
2019-12-18 15:27:55,2019-12-18 15:34:15,IP Address,*******,100,380,True,2019-12-18 15:34:15,R_2xKrxFpz0RZOwFZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,61,,70,green,pretty good idea,,,,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",2505924,1,0,0
2019-12-18 15:31:37,2019-12-18 15:34:16,IP Address,*******,100,159,True,2019-12-18 15:34:17,R_3RsfVqFTjezGkn5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,81,,,90,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$70,000 - $99,999",2947647,0,1,1
2019-12-18 15:33:27,2019-12-18 15:34:18,IP Address,*******,100,50,True,2019-12-18 15:34:18,R_W8M8uC6VqxLJOhj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,40,,,64,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Liberal,Weak Democrat,Four year college degree,Asian,Heterosexual,Man,"Less than $30,000",4762405,0,1,2
2019-12-18 15:33:22,2019-12-18 15:34:19,IP Address,*******,100,57,True,2019-12-18 15:34:20,R_3fIsY038rbVY39u,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,59,,,,73,green,,,,very good idea,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Liberal,Strong Democrat,Middle school/some high school,Asian,Heterosexual,Man,"$70,000 - $99,999",5516814,0,0,3
2019-12-18 15:29:01,2019-12-18 15:34:21,IP Address,*******,100,320,True,2019-12-18 15:34:21,R_AzIQhTkYpLWKiPL,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,93,,100,green,,,pretty good idea,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,White,Bisexual,Man,"$30,000 - $69,999",5704685,1,0,2
2019-12-18 15:28:37,2019-12-18 15:34:22,IP Address,*******,100,344,True,2019-12-18 15:34:22,R_1OpgL8WrnOG3U7k,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,68,,62,green,neither a good nor a bad idea,,,,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Liberal,Weak Democrat,Four year college degree,Black or African American,Heterosexual,Man,"$70,000 - $99,999",6866440,1,0,0
2019-12-18 15:32:05,2019-12-18 15:34:25,IP Address,*******,100,140,True,2019-12-18 15:34:25,R_28MngfdBiCJrTcy,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,85,100,green,,,,pretty good idea,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Man,"$100,000 - $200,000",4474450,1,1,3
2019-12-18 15:32:34,2019-12-18 15:34:28,IP Address,*******,100,114,True,2019-12-18 15:34:28,R_uksOZUwc0R2SIZr,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,60,,,60,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Liberal,Weak Democrat,Four year college degree,White,Gay or Lesbian,Man,"Less than $30,000",5905336,0,1,1
2019-12-18 15:32:22,2019-12-18 15:34:33,IP Address,*******,100,130,True,2019-12-18 15:34:33,R_uxkJS7PyYAVlJdv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,10,30,green,,,,neither a good nor a bad idea,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"Less than $30,000",3959803,1,1,3
2019-12-18 15:31:41,2019-12-18 15:34:33,IP Address,*******,100,172,True,2019-12-18 15:34:34,R_1CfnuFfWm7tZoI2,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,25,,,30,green,,very good idea,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Independent (No partisan lean),Graduate school or other advanced degree,Other,Heterosexual,Woman,"Less than $30,000",6559640,0,1,1
2019-12-18 15:31:20,2019-12-18 15:34:37,IP Address,*******,100,197,True,2019-12-18 15:34:38,R_3G88Pg0YPHV6TlW,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,100,,,100,green,,very good idea,,,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,Black or African American,Heterosexual,Woman,"$30,000 - $69,999",1655758,0,1,1
2019-12-18 15:32:54,2019-12-18 15:34:39,IP Address,*******,100,104,True,2019-12-18 15:34:39,R_1LoqPxxLnVt4IZP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,92,72,green,,,very good idea,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Slightly liberal,Weak Democrat,Some college,Asian,Bisexual,Woman,"$70,000 - $99,999",8249294,1,1,2
2019-12-18 15:31:59,2019-12-18 15:34:43,IP Address,*******,100,163,True,2019-12-18 15:34:43,R_3HtuacCUddLEsMF,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,80,100,green,,,,pretty good idea,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Extremely liberal,Strong Democrat,Some college,White,Heterosexual,Woman,"$30,000 - $69,999",7551257,1,1,3
2019-12-18 15:31:51,2019-12-18 15:34:45,IP Address,*******,100,173,True,2019-12-18 15:34:45,R_3Nyu072n8y0Dpcc,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,0,,,,1,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Conservative,Strong Republican,Four year college degree,White,Heterosexual,Woman,"$30,000 - $69,999",3397957,0,0,3
2019-12-18 15:30:41,2019-12-18 15:34:48,IP Address,*******,100,247,True,2019-12-18 15:34:49,R_b9FvI0e64ZODTWN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,9,,,1,green,pretty good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Extremely conservative,Strong Republican,Some college,White,Heterosexual,Woman,"$30,000 - $69,999",4476479,0,1,0
2019-12-18 15:29:27,2019-12-18 15:34:52,IP Address,*******,100,324,True,2019-12-18 15:34:52,R_3fisiI4d32eZNW3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,29,43,green,,,pretty bad idea,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",2379208,1,1,2
2019-12-18 15:32:51,2019-12-18 15:34:54,IP Address,*******,100,122,True,2019-12-18 15:34:54,R_3FPambOk8KNmboe,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,36,,,49,green,,very good idea,,,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",3503027,0,1,1
2019-12-18 15:32:49,2019-12-18 15:34:57,IP Address,*******,100,128,True,2019-12-18 15:34:57,R_1jiv85uSk0cksyF,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,90,85,green,,,,very good idea,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Conservative,Strong Republican,Four year college degree,Asian,Heterosexual,Man,"$30,000 - $69,999",5705779,1,1,3
2019-12-18 15:32:38,2019-12-18 15:35:02,IP Address,*******,100,143,True,2019-12-18 15:35:02,R_1ptioFaTDx1Dv70,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,65,92,green,very good idea,,,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",8886039,1,1,0
2019-12-18 15:30:39,2019-12-18 15:35:03,IP Address,*******,100,263,True,2019-12-18 15:35:03,R_SK58eifmYGJ3PgZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,51,78,green,very good idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Liberal,Independent (Lean Democrat),High school diploma,White,Heterosexual,Man,"Less than $30,000",6501464,1,1,0
2019-12-18 15:27:16,2019-12-18 15:35:04,IP Address,*******,100,468,True,2019-12-18 15:35:05,R_2ZEycuuGE2JK0QZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,88,,89,green,,,pretty good idea,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely liberal,Strong Democrat,Four year college degree,Asian,Bisexual,Man,"$100,000 - $200,000",8218105,1,0,2
2019-12-18 15:20:45,2019-12-18 15:35:08,IP Address,*******,100,863,True,2019-12-18 15:35:09,R_AjrMHTiVLjF6snv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,70,73,green,,pretty good idea,,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Slightly liberal,Independent (No partisan lean),Four year college degree,Black or African American,Bisexual,Man,"$30,000 - $69,999",6731207,1,1,1
2019-12-18 15:31:22,2019-12-18 15:35:19,IP Address,*******,100,237,True,2019-12-18 15:35:19,R_3qNE9x5KfEdHGjo,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,64,,,,64,green,,,,very good idea,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Slightly conservative,Weak Democrat,Graduate school or other advanced degree,White,Heterosexual,Man,"$30,000 - $69,999",2871766,0,0,3
2019-12-18 15:29:17,2019-12-18 15:35:24,IP Address,*******,100,367,True,2019-12-18 15:35:24,R_3ho2M24sHeo0c0j,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,50,80,green,,pretty good idea,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Extremely liberal,Independent (Lean Democrat),Some college,White,Gay or Lesbian,Man,"$30,000 - $69,999",2924846,1,1,1
2019-12-18 15:31:26,2019-12-18 15:35:29,IP Address,*******,100,242,True,2019-12-18 15:35:29,R_1cTjShkQVNBVrkx,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,71,,,,73,green,,very good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Slightly conservative,Strong Republican,Four year college degree,Asian,Heterosexual,Man,"$30,000 - $69,999",5757293,0,0,1
2019-12-18 15:32:25,2019-12-18 15:35:29,IP Address,*******,100,183,True,2019-12-18 15:35:29,R_3gShC3jovnGnTGk,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,60,65,green,pretty good idea,,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",4347895,1,1,0
2019-12-18 15:31:33,2019-12-18 15:35:34,IP Address,*******,100,240,True,2019-12-18 15:35:35,R_3rUJ6D3VTWGkxfp,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,95,,95,green,,pretty good idea,,,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Weak Democrat,Some college,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",2981128,1,0,1
2019-12-18 15:31:44,2019-12-18 15:35:35,IP Address,*******,100,231,True,2019-12-18 15:35:36,R_2zRQU4zxLZzag2s,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,20,,60,green,,,,pretty good idea,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Slightly liberal,Independent (No partisan lean),Four year college degree,White,Heterosexual,Man,"$100,000 - $200,000",9979236,1,0,3
2019-12-18 15:30:50,2019-12-18 15:35:48,IP Address,*******,100,297,True,2019-12-18 15:35:48,R_1NsNukVtyuGJrKT,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,15,,,10,green,,,,very good idea,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Weak Republican,Some college,White,Heterosexual,Man,"$30,000 - $69,999",7562884,0,1,3
2019-12-18 15:31:53,2019-12-18 15:35:49,IP Address,*******,100,235,True,2019-12-18 15:35:49,R_31uYYMarRxj7tv4,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,82,,,,88,green,,pretty bad idea,,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Slightly liberal,Independent (Lean Democrat),Graduate school or other advanced degree,White,Heterosexual,Man,"$70,000 - $99,999",3353481,0,0,1
2019-12-18 15:25:06,2019-12-18 15:35:52,IP Address,*******,100,646,True,2019-12-18 15:35:53,R_324U8CQtUI4YZak,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,77,81,green,,,,neither a good nor a bad idea,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Independent (No partisan lean),Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",8328916,1,1,3
2019-12-18 15:24:47,2019-12-18 15:35:58,IP Address,*******,100,670,True,2019-12-18 15:35:58,R_2Ys770reryylZzj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,100,,100,green,,,pretty good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Slightly liberal,Independent (Lean Democrat),Some college,White,Heterosexual,Woman,"Less than $30,000",1182742,1,0,2
2019-12-18 15:34:54,2019-12-18 15:36:01,IP Address,*******,100,66,True,2019-12-18 15:36:01,R_1l4PiooQRuZ3EcZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,70,,,66,green,,,pretty good idea,,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",4996509,0,1,2
2019-12-18 15:33:06,2019-12-18 15:36:02,IP Address,*******,100,175,True,2019-12-18 15:36:02,R_25LbclLKrQIexpt,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,76,,,66,green,,pretty good idea,,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Extremely conservative,Strong Republican,Four year college degree,Asian,Heterosexual,Man,"$70,000 - $99,999",4542901,0,1,1
2019-12-18 15:33:59,2019-12-18 15:36:03,IP Address,*******,100,124,True,2019-12-18 15:36:03,R_1GOfPu468goVxX3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,75,44,green,,pretty good idea,,,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Extremely conservative,Strong Republican,Some college,Asian,Heterosexual,Man,"$70,000 - $99,999",8081169,1,1,1
2019-12-18 15:35:14,2019-12-18 15:36:04,IP Address,*******,100,50,True,2019-12-18 15:36:04,R_2qkpysher4K0wz4,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,59,,81,green,,,neither a good nor a bad idea,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly liberal,Weak Democrat,Some college,Asian,Heterosexual,Man,"$30,000 - $69,999",6422311,1,0,2
2019-12-18 15:32:30,2019-12-18 15:36:06,IP Address,*******,100,215,True,2019-12-18 15:36:06,R_1QMHPogsXRBHnbx,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,20,84,green,,,,pretty good idea,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly conservative,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Man,"$30,000 - $69,999",5188876,1,1,3
2019-12-18 15:31:50,2019-12-18 15:36:08,IP Address,*******,100,257,True,2019-12-18 15:36:08,R_1BO2dEpX6DBOsgN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,70,,,,87,green,,,,pretty good idea,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Some college,White,Heterosexual,Man,"$70,000 - $99,999",6046977,0,0,3
2019-12-18 15:32:30,2019-12-18 15:36:11,IP Address,*******,100,221,True,2019-12-18 15:36:11,R_1IguSwjr2Twmvio,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,71,,,,84,green,pretty good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Extremely conservative,Strong Republican,Some college,White,Heterosexual,Woman,"$70,000 - $99,999",8291725,0,0,0
2019-12-18 15:34:28,2019-12-18 15:36:14,IP Address,*******,100,105,True,2019-12-18 15:36:15,R_W23qZrs3OnMi2Ix,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,19,30,green,very good idea,,,,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Liberal,Strong Democrat,Graduate school or other advanced degree,White,Heterosexual,Man,"Less than $30,000",4089505,1,1,0
2019-12-18 15:24:32,2019-12-18 15:36:17,IP Address,*******,100,704,True,2019-12-18 15:36:18,R_2q4WDhPF24hfsrR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,92,,,100,green,pretty good idea,,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Moderate or middle of the road,Weak Democrat,Some college,Hispanic or Latino,Heterosexual,Woman,"$30,000 - $69,999",3040564,0,1,0
